Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,satisfaction
Loyal Customer,42,Business travel,Business,343,3,3,4,satisfied
disloyal Customer,43,Business travel,Eco,1620,1,1,2,neutral or dissatisfied
disloyal Customer,50,Business travel,Business,214,1,1,5,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,295,3,3,4,neutral or dissatisfied
Loyal Customer,47,Personal Travel,Eco,1797,4,4,4,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,356,2,5,1,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco,1947,4,4,1,satisfied
disloyal Customer,21,Business travel,Eco,306,1,1,5,neutral or dissatisfied
Loyal Customer,69,Personal Travel,Eco,853,2,2,1,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,2432,3,2,3,satisfied
Loyal Customer,19,Personal Travel,Eco,842,4,4,2,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,1325,3,3,3,satisfied
Loyal Customer,34,Personal Travel,Eco,871,4,5,5,neutral or dissatisfied
Loyal Customer,52,Business travel,Eco,101,3,3,1,satisfied
Loyal Customer,7,Personal Travel,Eco,209,5,5,4,satisfied
Loyal Customer,40,Business travel,Business,2919,3,3,3,satisfied
disloyal Customer,27,Business travel,Business,258,0,0,5,satisfied
Loyal Customer,40,Business travel,Business,1020,3,3,5,satisfied
Loyal Customer,53,Business travel,Business,1629,5,5,5,satisfied
Loyal Customer,47,Business travel,Eco Plus,483,5,2,4,satisfied
Loyal Customer,46,Business travel,Business,2934,4,4,2,satisfied
Loyal Customer,27,Business travel,Business,2132,2,4,2,neutral or dissatisfied
Loyal Customer,50,Personal Travel,Eco,1197,2,2,2,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco Plus,280,2,3,2,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,1102,4,2,3,satisfied
Loyal Customer,51,Business travel,Eco,373,4,1,4,satisfied
Loyal Customer,16,Personal Travel,Eco,926,1,1,1,neutral or dissatisfied
Loyal Customer,61,Personal Travel,Eco,972,3,3,1,neutral or dissatisfied
Loyal Customer,15,Personal Travel,Business,2586,2,2,4,neutral or dissatisfied
Loyal Customer,61,Business travel,Eco Plus,352,4,1,1,satisfied
Loyal Customer,69,Personal Travel,Eco,391,4,4,2,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,1879,1,1,5,satisfied
disloyal Customer,48,Business travel,Business,1005,4,4,3,satisfied
disloyal Customer,28,Business travel,Business,409,3,3,2,neutral or dissatisfied
disloyal Customer,38,Business travel,Business,546,1,1,4,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,562,1,4,4,satisfied
disloyal Customer,23,Business travel,Eco,529,1,1,3,neutral or dissatisfied
Loyal Customer,60,Business travel,Eco,479,2,2,5,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco Plus,508,3,3,2,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco,404,4,4,5,neutral or dissatisfied
Loyal Customer,59,Business travel,Eco,937,3,1,1,neutral or dissatisfied
disloyal Customer,44,Business travel,Business,417,5,5,5,satisfied
Loyal Customer,41,Business travel,Business,2572,3,3,3,satisfied
Loyal Customer,24,Personal Travel,Eco,2454,3,3,5,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco,421,1,1,1,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,226,2,2,4,neutral or dissatisfied
disloyal Customer,35,Business travel,Eco,788,3,3,2,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco,1533,4,4,4,satisfied
Loyal Customer,42,Business travel,Business,3906,3,3,5,satisfied
Loyal Customer,41,Personal Travel,Eco,1023,3,3,5,neutral or dissatisfied
Loyal Customer,52,Personal Travel,Business,257,3,3,4,neutral or dissatisfied
Loyal Customer,42,Personal Travel,Eco,872,3,3,3,neutral or dissatisfied
Loyal Customer,34,Personal Travel,Eco,305,1,1,5,neutral or dissatisfied
Loyal Customer,68,Business travel,Business,3379,3,3,2,satisfied
Loyal Customer,25,Business travel,Business,3604,2,2,4,satisfied
Loyal Customer,49,Business travel,Eco,728,3,2,3,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,1158,2,2,3,neutral or dissatisfied
disloyal Customer,39,Business travel,Eco,579,3,3,1,neutral or dissatisfied
disloyal Customer,24,Business travel,Eco,1428,3,3,1,neutral or dissatisfied
Loyal Customer,56,Business travel,Business,2506,2,2,3,satisfied
Loyal Customer,30,Business travel,Business,89,4,4,4,satisfied
Loyal Customer,46,Business travel,Business,308,2,2,4,satisfied
Loyal Customer,66,Personal Travel,Eco Plus,113,2,2,4,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,2472,4,4,4,satisfied
Loyal Customer,67,Business travel,Eco,187,3,1,3,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,1579,3,3,2,satisfied
Loyal Customer,65,Personal Travel,Eco,237,4,4,5,neutral or dissatisfied
Loyal Customer,21,Business travel,Business,2574,3,5,3,neutral or dissatisfied
Loyal Customer,41,Personal Travel,Eco Plus,197,3,0,5,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,919,4,4,4,satisfied
Loyal Customer,40,Business travel,Business,802,3,3,2,satisfied
Loyal Customer,37,Personal Travel,Eco,685,1,1,1,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Business,599,2,3,4,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,2454,1,1,5,satisfied
disloyal Customer,31,Business travel,Eco,1956,2,2,3,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,3613,4,3,1,neutral or dissatisfied
Loyal Customer,26,Business travel,Eco,1431,4,4,4,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco,547,5,4,3,satisfied
Loyal Customer,63,Personal Travel,Eco,357,5,5,3,satisfied
disloyal Customer,36,Business travel,Business,472,3,2,1,neutral or dissatisfied
Loyal Customer,59,Business travel,Eco Plus,306,4,5,4,satisfied
disloyal Customer,22,Business travel,Business,1105,5,5,5,satisfied
Loyal Customer,36,Personal Travel,Eco,645,2,2,3,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco,427,1,2,4,neutral or dissatisfied
Loyal Customer,39,Personal Travel,Business,577,1,1,5,neutral or dissatisfied
Loyal Customer,12,Personal Travel,Eco,1068,2,2,4,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco Plus,2704,1,1,5,neutral or dissatisfied
Loyal Customer,13,Personal Travel,Eco,813,2,2,4,neutral or dissatisfied
Loyal Customer,29,Business travel,Eco Plus,2072,0,0,2,satisfied
disloyal Customer,25,Business travel,Business,631,4,3,2,satisfied
Loyal Customer,10,Personal Travel,Eco,691,3,2,3,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,325,2,2,3,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,2033,4,2,3,neutral or dissatisfied
disloyal Customer,38,Business travel,Business,214,5,5,4,satisfied
disloyal Customer,17,Business travel,Eco,1078,2,2,1,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,287,5,5,5,satisfied
Loyal Customer,38,Business travel,Business,2785,2,5,5,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,3024,4,4,3,satisfied
Loyal Customer,41,Business travel,Business,3442,4,4,3,satisfied
Loyal Customer,36,Personal Travel,Eco,684,3,3,1,neutral or dissatisfied
Loyal Customer,61,Business travel,Business,1598,2,3,4,neutral or dissatisfied
Loyal Customer,10,Business travel,Business,1826,2,2,2,neutral or dissatisfied
Loyal Customer,72,Business travel,Business,2322,2,1,2,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,486,4,3,3,satisfied
Loyal Customer,39,Personal Travel,Eco,214,3,3,4,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,2611,1,1,1,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,1042,2,3,2,neutral or dissatisfied
Loyal Customer,20,Personal Travel,Eco,422,3,3,3,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,1507,1,1,4,satisfied
Loyal Customer,48,Business travel,Business,2666,4,4,3,satisfied
Loyal Customer,35,Personal Travel,Eco Plus,67,2,2,4,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,1020,1,1,3,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,425,4,4,4,satisfied
Loyal Customer,54,Business travel,Business,804,4,4,4,satisfied
disloyal Customer,27,Business travel,Business,832,5,5,4,satisfied
disloyal Customer,26,Business travel,Eco,579,4,3,1,neutral or dissatisfied
Loyal Customer,56,Business travel,Business,1999,1,1,2,satisfied
Loyal Customer,22,Business travel,Business,3677,1,3,4,satisfied
Loyal Customer,67,Personal Travel,Eco,304,3,3,3,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,2065,3,3,2,satisfied
Loyal Customer,45,Business travel,Business,1931,4,4,4,satisfied
Loyal Customer,36,Business travel,Eco,125,3,4,3,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,2039,2,3,4,satisfied
Loyal Customer,29,Personal Travel,Eco,931,3,3,5,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,1844,5,3,5,satisfied
disloyal Customer,25,Business travel,Business,480,4,4,1,satisfied
disloyal Customer,21,Business travel,Eco,236,0,0,4,satisfied
disloyal Customer,21,Business travel,Eco,236,4,3,1,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco Plus,292,2,2,3,neutral or dissatisfied
Loyal Customer,15,Personal Travel,Eco,631,1,0,2,neutral or dissatisfied
Loyal Customer,69,Personal Travel,Eco,598,2,2,1,neutral or dissatisfied
Loyal Customer,41,Personal Travel,Eco,462,2,2,1,neutral or dissatisfied
Loyal Customer,26,Business travel,Business,1699,3,4,3,neutral or dissatisfied
Loyal Customer,26,Business travel,Eco Plus,1576,1,3,1,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,238,5,5,4,satisfied
Loyal Customer,66,Personal Travel,Eco,2614,2,2,2,neutral or dissatisfied
Loyal Customer,16,Personal Travel,Eco,793,0,0,5,satisfied
Loyal Customer,39,Business travel,Business,1731,1,5,1,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,3872,1,1,2,satisfied
Loyal Customer,56,Business travel,Eco Plus,416,4,5,4,neutral or dissatisfied
disloyal Customer,24,Business travel,Eco,404,2,2,1,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,3337,3,3,5,satisfied
Loyal Customer,55,Business travel,Business,3611,2,2,4,satisfied
Loyal Customer,35,Business travel,Business,2342,1,1,3,satisfied
Loyal Customer,45,Personal Travel,Eco,759,3,3,2,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,621,3,3,3,satisfied
Loyal Customer,39,Business travel,Business,1250,1,1,5,satisfied
Loyal Customer,43,Business travel,Eco,1035,2,3,4,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,1537,1,2,3,satisfied
Loyal Customer,39,Business travel,Business,396,3,5,3,satisfied
Loyal Customer,23,Business travel,Business,1742,2,5,2,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,368,3,3,1,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,852,5,3,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Business,2098,1,1,4,neutral or dissatisfied
Loyal Customer,62,Business travel,Eco Plus,201,5,3,5,satisfied
Loyal Customer,47,Personal Travel,Eco,459,3,3,4,neutral or dissatisfied
Loyal Customer,40,Business travel,Eco,795,4,5,4,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,106,2,0,2,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,237,1,3,3,neutral or dissatisfied
disloyal Customer,39,Business travel,Business,305,3,3,3,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,1660,4,4,3,satisfied
Loyal Customer,30,Business travel,Business,3533,2,2,2,neutral or dissatisfied
Loyal Customer,42,Business travel,Eco,1400,2,5,2,satisfied
disloyal Customer,48,Business travel,Business,1464,5,5,3,satisfied
Loyal Customer,66,Personal Travel,Eco Plus,404,4,4,1,satisfied
Loyal Customer,19,Personal Travel,Eco,899,1,1,5,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,240,0,0,3,satisfied
Loyal Customer,59,Business travel,Business,3272,1,1,2,satisfied
Loyal Customer,39,Business travel,Business,3317,1,1,5,satisfied
disloyal Customer,43,Business travel,Business,1009,3,3,3,satisfied
Loyal Customer,44,Business travel,Business,3431,2,2,4,satisfied
Loyal Customer,67,Personal Travel,Eco,227,4,4,3,neutral or dissatisfied
Loyal Customer,30,Business travel,Eco Plus,296,1,5,1,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,1487,1,1,5,satisfied
Loyal Customer,54,Business travel,Business,2602,4,4,4,satisfied
Loyal Customer,18,Personal Travel,Eco,836,4,4,5,neutral or dissatisfied
Loyal Customer,35,Business travel,Business,2867,4,4,3,satisfied
Loyal Customer,64,Personal Travel,Eco,950,2,2,4,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,1258,3,1,3,neutral or dissatisfied
Loyal Customer,37,Business travel,Eco,395,5,3,5,satisfied
Loyal Customer,46,Business travel,Business,337,1,2,2,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,2530,1,5,4,neutral or dissatisfied
Loyal Customer,70,Business travel,Business,1633,2,5,4,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco,157,5,0,4,satisfied
Loyal Customer,57,Business travel,Eco,321,2,1,2,neutral or dissatisfied
Loyal Customer,39,Business travel,Eco,589,2,4,2,satisfied
disloyal Customer,36,Business travel,Business,356,1,1,2,neutral or dissatisfied
Loyal Customer,23,Personal Travel,Eco,1046,1,1,1,neutral or dissatisfied
Loyal Customer,39,Business travel,Eco Plus,386,4,4,4,satisfied
disloyal Customer,24,Business travel,Business,577,3,3,2,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco,491,4,4,2,neutral or dissatisfied
Loyal Customer,48,Business travel,Eco,589,2,3,1,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,3493,4,4,4,satisfied
Loyal Customer,40,Business travel,Business,386,5,5,4,satisfied
disloyal Customer,25,Business travel,Business,201,5,5,2,satisfied
Loyal Customer,36,Business travel,Business,3660,1,1,1,satisfied
Loyal Customer,18,Personal Travel,Eco,1121,0,1,1,satisfied
disloyal Customer,34,Business travel,Business,368,2,2,4,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,3832,1,2,2,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco Plus,872,3,4,5,neutral or dissatisfied
Loyal Customer,12,Personal Travel,Eco,577,5,5,2,satisfied
Loyal Customer,58,Personal Travel,Eco Plus,594,4,4,2,neutral or dissatisfied
Loyal Customer,24,Business travel,Business,587,1,1,5,satisfied
Loyal Customer,7,Personal Travel,Eco,101,3,3,3,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,2075,1,1,2,neutral or dissatisfied
disloyal Customer,37,Business travel,Business,1099,5,5,1,satisfied
Loyal Customer,60,Business travel,Business,1816,3,3,4,satisfied
Loyal Customer,35,Business travel,Business,399,4,4,3,satisfied
Loyal Customer,10,Personal Travel,Eco Plus,1237,2,1,5,neutral or dissatisfied
Loyal Customer,8,Personal Travel,Eco,1185,3,3,5,neutral or dissatisfied
disloyal Customer,48,Business travel,Eco,201,3,3,2,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,1846,2,5,5,satisfied
disloyal Customer,45,Business travel,Eco,795,2,2,4,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,449,1,1,2,satisfied
Loyal Customer,38,Business travel,Eco,751,2,2,2,satisfied
Loyal Customer,44,Personal Travel,Eco,102,2,2,2,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,2399,1,1,2,satisfied
Loyal Customer,49,Business travel,Eco,447,4,2,1,satisfied
Loyal Customer,10,Personal Travel,Eco,821,4,4,5,satisfied
Loyal Customer,54,Personal Travel,Eco,328,3,3,2,neutral or dissatisfied
Loyal Customer,49,Personal Travel,Eco,397,3,3,3,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,1337,2,3,2,neutral or dissatisfied
Loyal Customer,7,Personal Travel,Eco,1076,2,1,4,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Business,1846,1,1,2,neutral or dissatisfied
Loyal Customer,16,Personal Travel,Eco,925,1,2,1,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,406,2,2,4,neutral or dissatisfied
Loyal Customer,23,Personal Travel,Business,1452,2,3,5,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,2987,4,4,4,satisfied
Loyal Customer,44,Business travel,Business,2889,3,3,5,satisfied
Loyal Customer,27,Personal Travel,Eco,541,2,2,2,neutral or dissatisfied
disloyal Customer,39,Business travel,Business,868,4,4,4,satisfied
disloyal Customer,52,Business travel,Eco,515,5,5,3,satisfied
Loyal Customer,24,Personal Travel,Eco,1471,3,3,5,neutral or dissatisfied
Loyal Customer,50,Business travel,Eco,588,1,3,1,neutral or dissatisfied
disloyal Customer,34,Business travel,Eco Plus,315,4,4,4,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,1739,1,3,2,satisfied
Loyal Customer,40,Business travel,Eco,817,3,4,3,satisfied
Loyal Customer,66,Personal Travel,Business,507,1,1,4,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco Plus,558,2,2,4,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco,300,4,4,4,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco Plus,935,4,3,5,neutral or dissatisfied
Loyal Customer,43,Personal Travel,Eco,438,3,3,2,neutral or dissatisfied
disloyal Customer,18,Business travel,Business,270,0,0,5,satisfied
Loyal Customer,47,Business travel,Business,2667,5,3,5,satisfied
Loyal Customer,42,Business travel,Eco,646,5,3,3,satisfied
Loyal Customer,13,Personal Travel,Eco,240,3,3,3,neutral or dissatisfied
disloyal Customer,19,Business travel,Business,672,4,4,4,satisfied
Loyal Customer,47,Business travel,Business,1440,2,2,4,satisfied
Loyal Customer,41,Business travel,Business,1587,4,4,4,satisfied
Loyal Customer,59,Personal Travel,Eco,382,2,2,1,neutral or dissatisfied
Loyal Customer,22,Business travel,Business,2835,4,5,5,satisfied
Loyal Customer,46,Personal Travel,Eco,965,3,3,1,neutral or dissatisfied
Loyal Customer,36,Personal Travel,Eco,1475,5,5,4,satisfied
Loyal Customer,53,Personal Travel,Business,954,2,2,4,neutral or dissatisfied
